date,type,amount
2022-03-21,CashOnHand,237138.8
2022-03-21,CashOnHand,237079.04
2022-03-22,CashOnHand,237014.78
2022-03-23,CashOnHand,236830.66
2022-03-25,CashOnHand,236755.05
2022-03-25,CashOnHand,236647.96
2022-03-25,CashOnHand,236325.75
2022-03-25,CashOnHand,234961.17
2022-03-28,CashOnHand,234821.27
2022-03-28,CashOnHand,230853.12
2022-03-28,CashOnHand,230177.53
2022-03-28,CashOnHand,230165.38
2022-03-28,CashOnHand,230156.09
2022-03-29,CashOnHand,230137.35
2022-03-29,CashOnHand,229767.38
2022-03-29,CashOnHand,229585.66
2022-03-31,CashOnHand,229469
2022-03-31,CashOnHand,229449
2022-03-31,CashOnHand,229562.05
2022-04-01,CashOnHand,228912.05
2022-04-01,CashOnHand,228882.05
2022-04-01,CashOnHand,228838.05
2022-04-01,CashOnHand,228804.13
2022-04-01,CashOnHand,228675.61
2022-04-01,CashOnHand,228675.61
2022-04-01,CashOnHand,228661.33
2022-04-01,CashOnHand,226141.33
2022-04-04,CashOnHand,225772.71
2022-04-04,CashOnHand,225513.66
2022-04-04,CashOnHand,225495.55
2022-04-04,CashOnHand,225453.16
2022-04-04,CashOnHand,225433.74
2022-04-04,CashOnHand,225424.3
2022-04-04,CashOnHand,225177.09
2022-04-06,CashOnHand,225117.71
2022-04-06,CashOnHand,225083.02
2022-04-06,CashOnHand,224979.52
2022-04-07,CashOnHand,224954.03
2022-04-07,CashOnHand,224928.54
2022-04-11,CashOnHand,224902.5
2022-04-11,CashOnHand,224809.55
2022-04-12,CashOnHand,224786.03
2022-04-12,CashOnHand,224763.03
2022-04-12,CashOnHand,224741.97
2022-04-13,CashOnHand,224165.41
2022-04-13,CashOnHand,224129.41
2022-04-13,CashOnHand,224093.41
2022-04-13,CashOnHand,224057.41
2022-04-14,CashOnHand,223786.66
2022-04-15,CashOnHand,222196.82
2022-04-19,CashOnHand,221917.61
2022-04-19,CashOnHand,221845.61
2022-04-20,CashOnHand,221573.15
2022-04-20,CashOnHand,221846.16
2022-04-22,CashOnHand,221168.42
2022-04-22,CashOnHand,219704.29
2022-04-25,CashOnHand,219668.29
2022-04-25,CashOnHand,219604.03
2022-04-26,CashOnHand,219568.03
2022-04-26,CashOnHand,219532.03
2022-04-27,CashOnHand,219433.15
2022-04-28,CashOnHand,219423.56
2022-04-28,CashOnHand,215455.41
2022-04-28,CashOnHand,214296.05
2022-05-01,CashOnHand,213646.05
2022-05-02,CashOnHand,213626.05
2022-05-02,CashOnHand,213596.05
2022-05-02,CashOnHand,213552.05
2022-05-02,CashOnHand,213163.15
2022-05-02,CashOnHand,213142.35
2022-05-02,CashOnHand,213097.62
2022-05-02,CashOnHand,213077.2
2022-05-02,CashOnHand,213034.36
2022-05-02,CashOnHand,212677.36
2022-05-02,CashOnHand,212141.86
2022-05-02,CashOnHand,212141.86
2022-05-02,CashOnHand,212127.58
2022-05-03,CashOnHand,211881.44
2022-05-03,CashOnHand,211871.8
2022-05-03,CashOnHand,211571.8
2022-05-03,CashOnHand,211402
2022-05-04,CashOnHand,214902
2022-05-06,CashOnHand,214842.62
2022-05-06,CashOnHand,214839.14
2022-05-06,CashOnHand,214772.18
2022-05-09,CashOnHand,214736.18
2022-05-09,CashOnHand,214700.18
2022-05-09,CashOnHand,214680.72
2022-05-10,CashOnHand,214632.78
2022-05-10,CashOnHand,214617.84
2022-05-10,CashOnHand,214588.14
2022-05-10,CashOnHand,214567.28
2022-05-11,CashOnHand,214551.28
2022-05-11,CashOnHand,214401.11
2022-05-13,CashOnHand,214155.68
2022-05-13,CashOnHand,214012.47
2022-05-13,CashOnHand,213964.47
2022-05-13,CashOnHand,213848.88
2022-05-13,CashOnHand,213800.88
2022-05-16,CashOnHand,211669.12
2022-05-16,CashOnHand,208398.89
2022-05-17,CashOnHand,207122.52
2022-05-18,CashOnHand,207106.02
2022-05-19,CashOnHand,207013.16
2022-05-19,CashOnHand,206335.42
2022-05-19,CashOnHand,204902.17
2022-05-23,CashOnHand,204996.74
2022-05-24,CashOnHand,204718
2022-05-24,CashOnHand,204693.42
2022-05-24,CashOnHand,204657.42
2022-05-28,CashOnHand,200689.27
2022-05-28,CashOnHand,199499.03
2022-05-30,CashOnHand,199489.45
2022-05-31,CashOnHand,278933.46
2022-05-31,CashOnHand,228933.46
2022-05-31,CashOnHand,228913.46
2022-06-01,CashOnHand,228671.46
2022-06-01,CashOnHand,228021.46
2022-06-01,CashOnHand,227991.46
2022-06-01,CashOnHand,227947.46
2022-06-01,CashOnHand,227889.46
2022-06-01,CashOnHand,227809.46
2022-06-01,CashOnHand,227809.46
2022-06-01,CashOnHand,227795.18
2022-06-01,CashOnHand,228395.18
2022-06-01,CashOnHand,228371.28
2022-06-01,CashOnHand,278371.28
2022-06-02,CashOnHand,277989.2
2022-06-02,CashOnHand,277945.26
2022-06-02,CashOnHand,277924.46
2022-06-02,CashOnHand,277904.3
2022-06-03,CashOnHand,277645.17
2022-06-06,CashOnHand,277634.99
2022-06-07,CashOnHand,277575.61
2022-06-08,CashOnHand,277003.69
2022-06-09,CashOnHand,276984.53
2022-06-10,CashOnHand,276964.54
2022-06-10,CashOnHand,276878.51
2022-06-10,CashOnHand,276859.87
2022-06-13,CashOnHand,276773.63
2022-06-13,CashOnHand,284273.63
2022-06-14,CashOnHand,284238.44
2022-06-14,CashOnHand,284150.04
2022-06-14,CashOnHand,284138.28
2022-06-14,CashOnHand,284125.69
2022-06-15,CashOnHand,284107.33
2022-06-20,CashOnHand,283708.33
2022-06-21,CashOnHand,283700.32
2022-06-21,CashOnHand,283647.53
2022-06-22,CashOnHand,283583.27
2022-06-23,CashOnHand,282981.89
2022-06-23,CashOnHand,281766.99
2022-06-24,CashOnHand,281621.81
2022-06-24,CashOnHand,281045.42
2022-06-24,CashOnHand,280367.68
2022-06-24,CashOnHand,279044.69
2022-06-24,CashOnHand,278894.69
2022-06-28,CashOnHand,278884.97
2022-06-28,CashOnHand,274840.8
2022-06-28,CashOnHand,273616.32
2022-06-30,CashOnHand,273449.62
2022-06-30,CashOnHand,273251.25
2022-06-30,CashOnHand,273101.25
2022-06-30,CashOnHand,273049.45
2022-07-01,CashOnHand,272399.45
2022-07-01,CashOnHand,272355.45
2022-07-01,CashOnHand,272325.45
2022-07-01,CashOnHand,272300.46
2022-07-01,CashOnHand,272300.46
2022-07-01,CashOnHand,272286.18
2022-07-01,CashOnHand,274236.18
2022-07-01,CashOnHand,274159.38
2022-07-04,CashOnHand,273766.4
2022-07-04,CashOnHand,273745.6
2022-07-04,CashOnHand,273700.4
2022-07-04,CashOnHand,273679.73
2022-07-04,CashOnHand,273415.77
2022-07-04,CashOnHand,273175.77
2022-07-05,CashOnHand,273091.29
2022-07-05,CashOnHand,273009.81
2022-07-06,CashOnHand,272925.33
2022-07-06,CashOnHand,272885.13
2022-07-06,CashOnHand,272875.08
2022-07-06,CashOnHand,272862.03
2022-07-07,CashOnHand,272802.65
2022-07-11,CashOnHand,272782.56
2022-07-13,CashOnHand,272751.86
2022-07-15,CashOnHand,272461.95
2022-07-15,CashOnHand,271711.95
2022-07-15,CashOnHand,269986.95
2022-07-18,CashOnHand,269744.95
2022-07-19,CashOnHand,269736.62
2022-07-21,CashOnHand,269670.47
2022-07-22,CashOnHand,269485.78
2022-07-22,CashOnHand,269985.78
2022-07-22,CashOnHand,270414.52
2022-07-26,CashOnHand,269736.78
2022-07-26,CashOnHand,268312.21
2022-07-28,CashOnHand,268302.12
2022-07-28,CashOnHand,267102.12
2022-07-28,CashOnHand,263102.2
2022-08-01,CashOnHand,262452.2
2022-08-01,CashOnHand,262408.2
2022-08-01,CashOnHand,262378.2
2022-08-01,CashOnHand,263506.98
2022-08-01,CashOnHand,262349.11
2022-08-01,CashOnHand,262349.11
2022-08-01,CashOnHand,262334.83
2022-08-02,CashOnHand,261932.52
2022-08-02,CashOnHand,261885.31
2022-08-02,CashOnHand,261864.51
2022-08-02,CashOnHand,261875.51
2022-08-02,CashOnHand,261854.52
2022-08-03,CashOnHand,261580.18
2022-08-05,CashOnHand,261515.69
2022-08-05,CashOnHand,261455.69
2022-08-05,CashOnHand,261443.65
2022-08-08,CashOnHand,261423.54
2022-08-09,CashOnHand,261403.43
2022-08-10,CashOnHand,261369.56
2022-08-15,CashOnHand,264721.4
2022-08-16,CashOnHand,264189.85
2022-08-17,CashOnHand,264161.18
2022-08-17,CashOnHand,264118.63
2022-08-18,CashOnHand,264343.63
2022-08-19,CashOnHand,264279.37
2022-08-19,CashOnHand,264270.65
2022-08-28,CashOnHand,263592.91
2022-08-28,CashOnHand,262768.34
2022-08-28,CashOnHand,261568.34
2022-08-28,CashOnHand,257568.42
2022-08-29,CashOnHand,257558.17
2022-09-01,CashOnHand,256908.17
2022-09-01,CashOnHand,256864.17
2022-09-01,CashOnHand,256834.17
2022-09-01,CashOnHand,256834.17
2022-09-01,CashOnHand,256819.89
2022-09-02,CashOnHand,256410.72
2022-09-02,CashOnHand,256389.92
2022-09-02,CashOnHand,256367.21
2022-09-02,CashOnHand,256345.6
2022-09-05,CashOnHand,254487
2022-09-05,CashOnHand,254208.31
2022-09-06,CashOnHand,254144.85
2022-09-06,CashOnHand,254043.22
2022-09-08,CashOnHand,253284.22
2022-09-09,CashOnHand,253263.56
2022-09-12,CashOnHand,252659.59
2022-09-13,CashOnHand,252627.45
2022-09-15,CashOnHand,252609.09
2022-09-15,CashOnHand,252596.13
2022-09-19,CashOnHand,252391.2
2022-09-20,CashOnHand,252382.03
2022-09-21,CashOnHand,252317.77
2022-09-22,CashOnHand,252203.58
2022-09-22,CashOnHand,252079.53
2022-09-23,CashOnHand,252066.97
2022-09-23,CashOnHand,251016.75
2022-09-23,CashOnHand,249026.13
2022-09-23,CashOnHand,248883.98
2022-09-26,CashOnHand,248701.99
2022-09-26,CashOnHand,248714.55
2022-09-26,CashOnHand,249344.55
2022-09-28,CashOnHand,249333.89
2022-09-28,CashOnHand,245159.97
2022-09-28,CashOnHand,243323.67
2022-09-30,CashOnHand,243238.89
2022-10-01,CashOnHand,242588.89
2022-10-03,CashOnHand,242501.89
2022-10-03,CashOnHand,242471.89
2022-10-03,CashOnHand,242455.85
2022-10-03,CashOnHand,242432.58
2022-10-03,CashOnHand,242415.94
2022-10-03,CashOnHand,242565.93
2022-10-03,CashOnHand,242563.39
2022-10-04,CashOnHand,242283.33
2022-10-04,CashOnHand,242269.87
2022-10-06,CashOnHand,242210.33
2022-10-06,CashOnHand,242210.33
2022-10-06,CashOnHand,242196.05
2022-10-10,CashOnHand,242176.12
2022-10-11,CashOnHand,242139.51
2022-10-17,CashOnHand,240324.76
2022-10-18,CashOnHand,240302.7
2022-10-19,CashOnHand,240294.11
2022-10-20,CashOnHand,240292.61
2022-10-20,CashOnHand,240171.61
2022-10-20,CashOnHand,239871.01
2022-10-20,CashOnHand,239845.11
2022-10-20,CashOnHand,239773.11
2022-10-20,CashOnHand,239757.81
2022-10-20,CashOnHand,239715.21
2022-10-21,CashOnHand,239650.95
2022-10-25,CashOnHand,238900.62
2022-10-25,CashOnHand,238861.38
2022-10-25,CashOnHand,238811.48
2022-10-25,CashOnHand,238732.08
2022-10-25,CashOnHand,237366.42
2022-10-28,CashOnHand,237356.16
2022-10-28,CashOnHand,233356.24
2022-10-31,CashOnHand,233244.77
2022-11-01,CashOnHand,232594.77
2022-11-01,CashOnHand,233644.77
2022-11-01,CashOnHand,233603.57
2022-11-01,CashOnHand,233603.57
2022-11-01,CashOnHand,233589.29
2022-11-02,CashOnHand,234257.48
2022-11-02,CashOnHand,234234.54
2022-11-02,CashOnHand,233377.92
2022-11-02,CashOnHand,233367.52
2022-11-02,CashOnHand,233271.52
2022-11-02,CashOnHand,233241.52
2022-11-03,CashOnHand,232949.5
2022-11-03,CashOnHand,232862.26
2022-11-04,CashOnHand,232802.88
2022-11-04,CashOnHand,232796.98
2022-11-04,CashOnHand,232782.39
2022-11-08,CashOnHand,232756.1
2022-11-09,CashOnHand,232735.5
2022-11-10,CashOnHand,232489.59
2022-11-10,CashOnHand,232453.63
2022-11-10,CashOnHand,232412.38
2022-11-15,CashOnHand,231697.14
2022-11-16,CashOnHand,231671.85
2022-11-16,CashOnHand,231605.47
2022-11-17,CashOnHand,231584.63
2022-11-18,CashOnHand,231167.9
2022-11-18,CashOnHand,231103.9
2022-11-21,CashOnHand,231039.64
2022-11-21,CashOnHand,231031.57
2022-11-21,CashOnHand,230990.87
2022-11-24,CashOnHand,180990.87
2022-11-24,CashOnHand,179625.21
2022-11-24,CashOnHand,172425.21
2022-11-25,CashOnHand,222425.21
2022-11-28,CashOnHand,218425.29
2022-11-28,CashOnHand,218415.44
2022-11-28,CashOnHand,216616.79
2022-12-01,CashOnHand,216586.79
2022-12-01,CashOnHand,216616.79
2022-12-01,CashOnHand,216631.78
2022-12-01,CashOnHand,216629.9
2022-12-02,CashOnHand,216607.89
2022-12-02,CashOnHand,216597.49
2022-12-02,CashOnHand,216597.49
2022-12-02,CashOnHand,216583.21
2022-12-02,CashOnHand,224083.21
2022-12-02,CashOnHand,224533.21
2022-12-05,CashOnHand,224255.91
2022-12-05,CashOnHand,224241.88
2022-12-05,CashOnHand,224341.88
2022-12-05,CashOnHand,224472.68
2022-12-07,CashOnHand,224407.34
2022-12-09,CashOnHand,223657.17
2022-12-09,CashOnHand,220848.17
2022-12-09,CashOnHand,220828.64
2022-12-09,CashOnHand,220797.26
2022-12-12,CashOnHand,220540.22
2022-12-13,CashOnHand,218567.79
2022-12-15,CashOnHand,218549.43
2022-12-19,CashOnHand,218529.2
2022-12-20,CashOnHand,218519.11
2022-12-20,CashOnHand,218497.69
2022-12-20,CashOnHand,217132.45
2022-12-20,CashOnHand,214732.45
2022-12-21,CashOnHand,214668.19
2022-12-23,CashOnHand,214627.79
2022-12-27,CashOnHand,214300.79
2022-12-27,CashOnHand,214249.89
2022-12-28,CashOnHand,210249.55
2022-12-28,CashOnHand,210239.93
2022-12-30,CashOnHand,210200.98
2022-12-30,CashOnHand,210014.48
2023-01-02,CashOnHand,210004.08
2023-01-02,CashOnHand,209865.08
2023-01-02,CashOnHand,209829.08
2023-01-02,CashOnHand,209807.79
2023-01-02,CashOnHand,210857.79
2023-01-02,CashOnHand,210872.78
2023-01-02,CashOnHand,210831.07
2023-01-02,CashOnHand,210831.07
2023-01-02,CashOnHand,210816.79
2023-01-03,CashOnHand,210519.79
2023-01-03,CashOnHand,210388.91
2023-01-03,CashOnHand,210114.61
2023-01-03,CashOnHand,210064.36
2023-01-03,CashOnHand,210005.71
2023-01-04,CashOnHand,209924.3
2023-01-05,CashOnHand,209898.35
2023-01-05,CashOnHand,209887.44
2023-01-06,CashOnHand,209828.06
2023-01-06,CashOnHand,209696.18
2023-01-09,CashOnHand,209692.72
2023-01-10,CashOnHand,209657.48
2023-01-11,CashOnHand,209648.68
2023-01-16,CashOnHand,209065.68
2023-01-16,CashOnHand,202240.68
2023-01-17,CashOnHand,200940.68
2023-01-17,CashOnHand,200916.79
2023-01-17,CashOnHand,200136.11
2023-01-19,CashOnHand,200071.85
2023-01-19,CashOnHand,200064.13
2023-01-19,CashOnHand,200054.67
2023-01-25,CashOnHand,200008.57
2023-01-25,CashOnHand,198437
2023-01-28,CashOnHand,194054.27
2023-01-30,CashOnHand,194044.87
2023-01-30,CashOnHand,193993.89
2023-01-31,CashOnHand,193970.36
2023-02-01,CashOnHand,193320.36
2023-02-01,CashOnHand,193181.36
2023-02-01,CashOnHand,193145.36
2023-02-01,CashOnHand,193150.36
2023-02-01,CashOnHand,193150.31
2023-02-01,CashOnHand,193150
2023-02-01,CashOnHand,193150
2023-02-01,CashOnHand,193132.15
2023-02-02,CashOnHand,193111.19
2023-02-02,CashOnHand,193101.19
2023-02-02,CashOnHand,193095.83
2023-02-03,CashOnHand,193005.83
2023-02-03,CashOnHand,192733.47
2023-02-06,CashOnHand,192652.81
2023-02-07,CashOnHand,192593.42
2023-02-09,CashOnHand,192572.74
2023-02-09,CashOnHand,192493.34
2023-02-09,CashOnHand,192299.64
2023-02-09,CashOnHand,192277.94
2023-02-09,CashOnHand,192210.74
2023-02-09,CashOnHand,192024.84
2023-02-09,CashOnHand,192218.54
2023-02-09,CashOnHand,192188.43
2023-02-10,CashOnHand,192012.33
2023-02-10,CashOnHand,191880.45
2023-02-15,CashOnHand,191855.61
2023-02-17,CashOnHand,191822.62
2023-02-17,CashOnHand,191698.51
2023-02-20,CashOnHand,191688.9
2023-02-21,CashOnHand,191680.91
2023-02-22,CashOnHand,224473.94
2023-02-22,CashOnHand,224409.68
2023-02-22,CashOnHand,222838.11
2023-02-27,CashOnHand,222453.71
2023-02-28,CashOnHand,218070.98
2023-02-28,CashOnHand,218061.3
2023-02-28,CashOnHand,216376.54
2023-03-01,CashOnHand,215726.54
2023-03-01,CashOnHand,215205.62
2023-03-01,CashOnHand,215167.62
2023-03-01,CashOnHand,215131.62
2023-03-01,CashOnHand,215107.41
2023-03-01,CashOnHand,215112.41
2023-03-01,CashOnHand,215112.03
2023-03-01,CashOnHand,215112.03
2023-03-01,CashOnHand,215094.18
2023-03-02,CashOnHand,215072.78
2023-03-02,CashOnHand,215063.14
2023-03-02,CashOnHand,215053.14
2023-03-03,CashOnHand,214935.14
2023-03-06,CashOnHand,214677.57
2023-03-06,CashOnHand,214599.43
2023-03-07,CashOnHand,214491.53
2023-03-07,CashOnHand,214422.63
2023-03-07,CashOnHand,214366.58
2023-03-07,CashOnHand,214364.81
2023-03-07,CashOnHand,214031.68
2023-03-09,CashOnHand,213966.67
2023-03-09,CashOnHand,213947.37
2023-03-10,CashOnHand,213925.95
2023-03-10,CashOnHand,213904.53
2023-03-10,CashOnHand,213827.96
2023-03-10,CashOnHand,213791.59
2023-03-14,CashOnHand,213734.89
2023-03-14,CashOnHand,213614.89
2023-03-15,CashOnHand,213596.53
2023-03-20,CashOnHand,213586.9
2023-03-20,CashOnHand,213476.91
2023-03-20,CashOnHand,210457.28
2023-03-21,CashOnHand,210393.02
2023-03-21,CashOnHand,210384.86
2023-03-21,CashOnHand,210362.16
2023-03-21,CashOnHand,210310.26
2023-03-27,CashOnHand,210170.36
2023-03-27,CashOnHand,208598.79
2023-03-28,CashOnHand,176598.79
2023-03-28,CashOnHand,176589.27
2023-03-28,CashOnHand,172206.55
2023-03-28,CashOnHand,172163.65
2023-03-28,CashOnHand,172065.5
2023-03-29,CashOnHand,204065.5
2023-03-30,CashOnHand,203736.1
2023-03-30,CashOnHand,203638.8
2023-03-30,CashOnHand,203371.8
2023-03-31,CashOnHand,203332.85
2023-03-31,CashOnHand,203309.28
2023-04-01,CashOnHand,202659.28
2023-04-03,CashOnHand,202638.42
2023-04-03,CashOnHand,202628.42
2023-04-03,CashOnHand,202619.03
2023-04-03,CashOnHand,202617.98
2023-04-03,CashOnHand,202521.98
2023-04-03,CashOnHand,202486.98
2023-04-03,CashOnHand,202447.48
2023-04-03,CashOnHand,202358.68
2023-04-03,CashOnHand,202553.64
2023-04-03,CashOnHand,202713.62
2023-04-03,CashOnHand,202698.21
2023-04-03,CashOnHand,202698.21
2023-04-03,CashOnHand,202680.36
2023-04-04,CashOnHand,202401.94
2023-04-06,CashOnHand,202337.66
2023-04-07,CashOnHand,196757.73
2023-04-07,CashOnHand,196736.31
2023-04-07,CashOnHand,196679.43
2023-04-11,CashOnHand,196660.67
2023-04-11,CashOnHand,196586.58
2023-04-11,CashOnHand,196545.35
2023-04-12,CashOnHand,196460.66
2023-04-13,CashOnHand,195884.1
2023-04-19,CashOnHand,195876.4
2023-04-19,CashOnHand,195849.3
2023-04-19,CashOnHand,195791.7
2023-04-19,CashOnHand,198717.49
2023-04-19,CashOnHand,198321.81
2023-04-19,CashOnHand,198314.79
2023-04-20,CashOnHand,198023.72
2023-04-20,CashOnHand,198005.95
2023-04-21,CashOnHand,197941.69
2023-04-24,CashOnHand,198324.73
2023-04-25,CashOnHand,198306.08
2023-04-25,CashOnHand,198224.95
2023-04-27,CashOnHand,198126.77
2023-04-28,CashOnHand,198117.47
2023-04-28,CashOnHand,193734.75
2023-04-28,CashOnHand,193729.9
2023-04-28,CashOnHand,192163.17
2023-05-01,CashOnHand,191513.17
2023-05-02,CashOnHand,191489.9
2023-05-02,CashOnHand,191469.24
2023-05-02,CashOnHand,191459.24
2023-05-02,CashOnHand,191363.24
2023-05-02,CashOnHand,191328.24
2023-05-02,CashOnHand,191428.24
2023-05-02,CashOnHand,191424.09
2023-05-02,CashOnHand,191424.09
2023-05-02,CashOnHand,191406.24
2023-05-03,CashOnHand,191138.09
2023-05-03,CashOnHand,194638.09
2023-05-05,CashOnHand,194628.81
2023-05-09,CashOnHand,194569.43
2023-05-09,CashOnHand,194550.83
2023-05-09,CashOnHand,194470.21
2023-05-10,CashOnHand,194397.02
2023-05-11,CashOnHand,194375.6
2023-05-12,CashOnHand,194342.45
2023-05-15,CashOnHand,173257.26
2023-05-16,CashOnHand,173272.94
2023-05-16,CashOnHand,194358.13
2023-05-16,CashOnHand,192787.77
2023-05-19,CashOnHand,192779.62
2023-05-22,CashOnHand,192715.36
2023-05-22,CashOnHand,195215.36
2023-05-23,CashOnHand,194731.36
2023-05-26,CashOnHand,195436.84
2023-05-26,CashOnHand,195300.16
2023-05-28,CashOnHand,190916.22
2023-05-29,CashOnHand,190906.68
2023-05-29,CashOnHand,191136.59
2023-05-31,CashOnHand,191112.76
2023-06-01,CashOnHand,190462.76
2023-06-01,CashOnHand,190411.66
2023-06-01,CashOnHand,190376.66
2023-06-01,CashOnHand,190455.36
2023-06-01,CashOnHand,190455.36
2023-06-01,CashOnHand,190437.51
2023-06-02,CashOnHand,190427.51
2023-06-02,CashOnHand,190406.24
2023-06-05,CashOnHand,190152.14
2023-06-05,CashOnHand,190142.62
2023-06-05,CashOnHand,190062.96
2023-06-05,CashOnHand,190001.67
2023-06-07,CashOnHand,189942.29
2023-06-08,CashOnHand,189912.08
2023-06-09,CashOnHand,189892.95
2023-06-12,CashOnHand,189817.57
2023-06-15,CashOnHand,189799.21
2023-06-19,CashOnHand,189699.21
2023-06-20,CashOnHand,189691.58
2023-06-21,CashOnHand,192261.11
2023-06-21,CashOnHand,192196.85
2023-06-22,CashOnHand,191381.39
2023-06-26,CashOnHand,189811.03
2023-06-28,CashOnHand,189801.66
2023-06-28,CashOnHand,185417.72
2023-06-30,CashOnHand,185378.77
2023-07-01,CashOnHand,184728.77
2023-07-03,CashOnHand,184705.29
2023-07-03,CashOnHand,184689.81
2023-07-03,CashOnHand,184679.81
2023-07-03,CashOnHand,184626.81
2023-07-03,CashOnHand,184594.81
2023-07-03,CashOnHand,184314.73
2023-07-03,CashOnHand,184389.73
2023-07-03,CashOnHand,184386.83
2023-07-03,CashOnHand,184386.83
2023-07-03,CashOnHand,184368.98
2023-07-05,CashOnHand,184280.97
2023-07-05,CashOnHand,184259.55
2023-07-06,CashOnHand,184199.92
2023-07-10,CashOnHand,34199.92
2023-07-10,CashOnHand,34181.14
2023-07-10,CashOnHand,34106.98
2023-07-11,CashOnHand,34070.15
2023-07-13,CashOnHand,33565.75
2023-07-13,CashOnHand,33650.75
2023-07-17,CashOnHand,33629.33
2023-07-19,CashOnHand,33621.83
2023-07-20,CashOnHand,33557.57
2023-07-25,CashOnHand,34737.35
2023-07-28,CashOnHand,34728.11
2023-07-28,CashOnHand,33157.75
2023-07-28,CashOnHand,28773.81
2023-07-31,CashOnHand,28750.5
2023-08-01,CashOnHand,28100.5
2023-08-01,CashOnHand,28047.5
2023-08-01,CashOnHand,28015.5
2023-08-01,CashOnHand,27641
2023-08-01,CashOnHand,28056
2023-08-01,CashOnHand,28066
2023-08-01,CashOnHand,28050.12
2023-08-01,CashOnHand,28045.49
2023-08-02,CashOnHand,28031.59
2023-08-02,CashOnHand,28021.59
2023-08-02,CashOnHand,28021.59
2023-08-02,CashOnHand,28003.74
2023-08-03,CashOnHand,28047.73
2023-08-04,CashOnHand,27734.43
2023-08-04,CashOnHand,27675.05
2023-08-07,CashOnHand,27575.79
2023-08-07,CashOnHand,27554.37
2023-08-08,CashOnHand,27527.11
2023-08-10,CashOnHand,27453.36
2023-08-21,CashOnHand,27389.1
2023-08-21,CashOnHand,27381.43
2023-08-28,CashOnHand,27371.95
2023-08-28,CashOnHand,22988.01
2023-08-28,CashOnHand,21417.65
2023-08-31,CashOnHand,21394
2023-09-01,CashOnHand,20744
2023-09-01,CashOnHand,20691
2023-09-01,CashOnHand,20659
2023-09-01,CashOnHand,20654.3
2023-09-01,CashOnHand,20654.3
2023-09-01,CashOnHand,20636.45
2023-09-01,CashOnHand,21366.45
2023-09-01,CashOnHand,21371.45
2023-09-01,CashOnHand,21344.1
2023-09-04,CashOnHand,21329.98
2023-09-04,CashOnHand,21319.98
2023-09-04,CashOnHand,21088.64
2023-09-05,CashOnHand,21010.18
2023-09-05,CashOnHand,20988.76
2023-09-06,CashOnHand,20929.38
2023-09-08,CashOnHand,20890.31
2023-09-11,CashOnHand,20814.94
2023-09-12,CashOnHand,20934.94
2023-09-15,CashOnHand,20916.58
2023-09-19,CashOnHand,20908.74
2023-09-21,CashOnHand,20844.48
2023-09-28,CashOnHand,20834.83
2023-09-28,CashOnHand,20796
2023-09-29,CashOnHand,20754.8
2023-09-29,CashOnHand,16370.86
2023-10-01,CashOnHand,15720.86
2023-10-02,CashOnHand,15716.03
2023-10-02,CashOnHand,15701.53
2023-10-02,CashOnHand,15691.53
2023-10-02,CashOnHand,15638.53
2023-10-02,CashOnHand,15601.53
2023-10-02,CashOnHand,15741.53
2023-10-02,CashOnHand,15736.29
2023-10-02,CashOnHand,15736.29
2023-10-02,CashOnHand,15718.44
2023-10-03,CashOnHand,15486.22
2023-10-05,CashOnHand,15406.08
2023-10-05,CashOnHand,13835.72
2023-10-10,CashOnHand,13758.84
2023-10-10,CashOnHand,13724.38
2023-10-13,CashOnHand,13665
2023-10-20,CashOnHand,13600.74
2023-10-24,CashOnHand,13579.32
2023-10-24,CashOnHand,12008.96
2023-10-28,CashOnHand,7625.02
2023-10-30,CashOnHand,7615.32
2023-11-01,CashOnHand,6965.32
2023-11-01,CashOnHand,7010.32
2023-11-01,CashOnHand,7008.6
2023-11-01,CashOnHand,6994.12
2023-11-01,CashOnHand,6989.3
2023-11-01,CashOnHand,6989.3
2023-11-01,CashOnHand,6971.45
2023-11-02,CashOnHand,6918.45
2023-11-02,CashOnHand,6881.45
2023-11-03,CashOnHand,6638.16
2023-11-06,CashOnHand,6558.56
2023-11-06,CashOnHand,6537.14
2023-11-08,CashOnHand,6477.14
2023-11-09,CashOnHand,6449.13
2023-11-10,CashOnHand,6373.53
2023-11-10,CashOnHand,6233.53
2023-11-10,CashOnHand,21233.53
2023-11-16,CashOnHand,20734.06
2023-11-21,CashOnHand,20670.06
2023-11-22,CashOnHand,20626.53
2023-11-22,CashOnHand,20726.53
2023-11-23,CashOnHand,20664.63
2023-11-28,CashOnHand,16280.69
2023-11-28,CashOnHand,14710.33
2023-11-28,CashOnHand,14700.97
2023-12-01,CashOnHand,14900.97
2023-12-01,CashOnHand,14893.37
2023-12-01,CashOnHand,14879.32
2023-12-01,CashOnHand,14879.32
2023-12-01,CashOnHand,14861.47
2023-12-04,CashOnHand,14606.67
2023-12-04,CashOnHand,14585.25
2023-12-05,CashOnHand,14487.34
2023-12-07,CashOnHand,14477.43
2023-12-08,CashOnHand,14456.74
2023-12-11,CashOnHand,14381.59
2023-12-14,CashOnHand,18381.59
2023-12-15,CashOnHand,18363.23
2023-12-18,CashOnHand,16792.87
2023-12-19,CashOnHand,30400.72
2023-12-19,CashOnHand,30396.22
2023-12-19,CashOnHand,30329.82
2023-12-19,CashOnHand,29679.82
2023-12-20,CashOnHand,32179.82
